dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
spambase,True,0.25,0.044362751653632806,0.04564225168441643,158.4,70.3086054476975,0.9556372483463672,0.0009119141682600262,0.28924000000000005,132.21207871437073,4.454540440558192,5,0.022063291788938795,0.001190460047481677,0.3717490445113114,0.019395543220708536,0.6301366162075301,0.031747741572922615,0.4475450069519124,0.021998643729874222,0.5876980001516285,0.03167839663029901,0.1796478600688241,0.017562497094417626
