dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
student_binarized,True,0.02,0.16117562903463817,0.16486902927580893,316.6,59.37423683720069,0.8388243709653619,0.0007086799915572732,0.38104,0.007760670074162405,25.173440599441527,0.6939254175238123,5,0.05278579968785689,0.0012208168656326083,0.3816605322515919,0.013728245272517807,0.7311766310002822,0.01932666291222379,0.37733304059194384,0.018022165687443675,0.633364396478829,0.02953670388460748,0.39937134421020065,0.03506558460461806
