dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
covertype,True,0.2,0.22117963604096383,0.21196,174.8,28.75239120490677,0.7788203639590362,0.0010215160893567675,0.21716000000000002,1081.2478830814362,31.79550534888738,5,0.09307724144749137,0.004632359650065712,0.34993787917767893,0.013257332100821136,0.5710341537879493,0.010805577824119396,0.36908394425473806,0.025254343000939865,0.6467603821163738,0.03371350635481223,0.31359519672288244,0.04053602624573355
