dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
bike_binarized,True,0.4,0.10854504665053914,0.10630000000000002,106.6,64.65523954019504,0.8914549533494608,0.0006511310086011353,0.33332,315.73920049667356,34.60413992045523,5,0.03324949210753495,0.002453396572377818,0.380682720352715,0.04088504730001834,0.5575814753876045,0.06489679794921734,0.4313305654887102,0.045937136976322596,1.8538031292951191,0.19790446071019507,0.35004383368684516,0.025544118677122758
