dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
adult,True,0.05,0.1412379317193902,0.138,35.4,19.83179265724609,0.8587620682806099,0.0015415429688648197,0.26715999999999995,330.25527172088624,12.113134252762684,5,0.024233163391618948,0.014474571410946163,0.2308628506928414,0.13910822099750564,0.35768632556818675,0.2100726934004383,0.3561827275387087,0.20911157114859633,0.47645291441238313,0.2791166942467951,0.15001957147450629,0.10449737686012625
