dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
fico,False,,0.2701100643824058,0.2646,420.2,34.25930530527436,0.7298899356175941,0.0003014797278722,0.3686399999999999,0.0076097306128403,3099.999044656753,57.32448594038053,5,0.0764622959683984,0.0007763792773893,0.3721669720274026,0.007600418182552,0.686906240547502,0.0067478974301729,0.3099384052616401,0.009423251590114,1.0506162437892956,0.0447562406905763,0.4699216769809709,0.0110517750790707
fico,True,0.0,0.269672773756458,0.2646,259.6,46.409050841403776,0.730327226243542,0.0008070468147004,0.25088,0.0074021618463797,1621.223398542404,61.53649645285018,5,0.0704925271539482,0.0036395925051838,0.3460429212825128,0.0033961272453782,0.6310897745302004,0.0148468136379078,0.301583033121477,0.0087324903851031,1.0357909207784726,0.0544228183015877,0.4375730570804319,0.0131611108793716
fico,True,0.02,0.2697685765827525,0.2646,336.6,40.11608156338304,0.7302314234172474,0.000495213358033,0.28436,0.0101896025437697,1826.8766839027403,75.76868017573412,5,0.0731777529588373,0.0029891944284276,0.3543113468920943,0.0135447361211621,0.6563584379991407,0.0186808367859827,0.3025732608560577,0.0121881408215251,1.0351946284241564,0.048199989515348,0.4445062942962486,0.0243899905130892
fico,True,0.05,0.2701217312458288,0.2646,354.2,71.87976071189998,0.7298782687541712,0.0004285390070791,0.30704,0.0064998461520254,2151.1666122436523,125.43128315948609,5,0.0751194858952736,0.0037287414781964,0.3667007206046563,0.009139915621414,0.6691538569244049,0.0183439166078038,0.3100938762817291,0.0106068080385798,1.0567848997050913,0.0803181441789795,0.4658287809374012,0.0220409685944639
fico,True,0.1,0.2698417016922471,0.2646,358.6,47.69486345509336,0.7301582983077528,0.000184789764497,0.3266,0.0078472925267253,2430.5407376289368,140.03547223367437,5,0.0733948062765627,0.0017551652660208,0.3699512225339408,0.0050547997842537,0.6673731545830975,0.0110397049830898,0.3168258074916654,0.007093884496291,1.0655710123747386,0.049272919987414,0.4465685387900554,0.0177700554096733
fico,True,0.15,0.2697553496664366,0.2646,343.2,64.32884267573915,0.7302446503335634,0.0005495956513476,0.32364,0.0157043942894974,2721.49809012413,256.22828869578666,5,0.0719977936018772,0.0017593756930197,0.3740215144296006,0.0169380107802823,0.6617959042469833,0.0062963840395998,0.3174844891979619,0.0075341565196793,1.063618735782779,0.0454459262308518,0.4532305055664413,0.0147766404829533
fico,True,0.2,0.2696203710157562,0.2646,400.4,71.54229518264003,0.7303796289842437,0.0001989586702851,0.3350799999999999,0.0096255908909531,1492.1370048046113,62.85149986058011,5,0.0726959842897594,0.001283388477298,0.3816383822747202,0.0117622157161399,0.6729936997511283,0.0058354764155361,0.3230297935499847,0.0095413780000647,1.095074518180367,0.0424302043860778,0.4394016275750113,0.0184070629384443
fico,True,0.25,0.2696263984198102,0.2646,354.2,58.41403940834771,0.7303736015801897,0.0004129904892208,0.33384,0.002783522947633,1531.9766491889957,123.09636587001324,5,0.073884541052885,0.0030975203074289,0.3825728866558471,0.0159851944676545,0.6720679904171756,0.0162967968504889,0.3152848996580809,0.0225198606751234,1.0560014106580526,0.0922029091040704,0.4459554354144216,0.0209519282227365
fico,True,0.3,0.2697387009608062,0.2646,380.6,53.66376803766206,0.7302612990391937,0.0001903551120117,0.3338,0.0071049278673326,1506.6470956802368,126.42518109368694,5,0.0737449958915823,0.0015786845881424,0.3759489395205816,0.0093967545296233,0.670589881585805,0.0052127572990912,0.3112613895185313,0.0095745982451158,1.038145704674415,0.0262387728027933,0.4460170316469044,0.0142246806031222
fico,True,0.4,0.2698929597329601,0.2646,354.2,21.15892246783848,0.73010704026704,0.0005541017919247,0.3394399999999999,0.0114029820661088,1491.4962420463562,120.52765324812604,5,0.0738368958597595,0.0021431681887265,0.3757129610005946,0.0112378928937964,0.6759292436621147,0.0183679984425194,0.3127517224343119,0.0220719209181061,1.051960677143046,0.1085658097555348,0.4537899580807901,0.0251701614549559
fico,True,0.5,0.2697667715643045,0.2646,371.8,40.71486215130785,0.7302332284356954,0.0006103054460492,0.33584,0.0053859075372679,1491.34032998085,122.85222317758544,5,0.0738452153289564,0.0020424006579307,0.3791485324270328,0.0117902680148415,0.6762128558774152,0.0082359853296226,0.3193544431157153,0.0082874632604317,1.0706967882347986,0.047439977552198,0.4662244641283853,0.0316706796307704
