dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
compas,True,0.15,0.33691064089818296,0.3153901838714348,82.0,25.524498036200438,0.6630893591018172,0.003453908278476813,0.23728000000000002,348.4078720569611,9.081060653004503,5,0.11277863065946785,0.009328576330165855,0.3152984516821998,0.025151661178244328,0.5499214469670155,0.04229206389565691,0.3061146574027277,0.03292603754937545,1.056127100145695,0.1219136221041801,0.46607829662714345,0.05277509283518175
