dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
fico,True,0.4,0.27815554142496884,0.2653,201.0,28.91366458960192,0.7218444585750313,0.0030174026049261528,0.30848,743.2038509845734,41.33942136021686,5,0.1282071202257258,0.014695938449882717,0.3670168159099723,0.01643470560830784,0.6568292446941417,0.015832768899418797,0.24731280636345407,0.019172754589251016,0.7430783060733096,0.07303125979348078,0.5250583001366651,0.03863212052543942
