dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
mgh,True,0.1,0.02601904124427824,0.02788,523.6,38.578491416850405,0.9739809587557218,9.03180156284303e-05,0.47112,0.00400149971885542,501.75847511291505,34.34244061942134,5,0.008957117793694788,0.00021540329863258537,0.37059639728283134,0.009894762776532784,0.682391002648054,0.011413570401531275,0.39434671659038345,0.009300163797558875,0.703939053114142,0.027979936305524724,0.37966502091340393,0.011794172437536651
