dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
spambase,True,0.05,0.0414222557764334,0.04607693979569659,224.4,63.810657417080414,0.9585777442235666,0.000503312211405172,0.24016,0.013389846899796873,1197.061019706726,83.93912933311547,5,0.018550526855839126,0.0011064515486209736,0.36899537493991924,0.011347276409954817,0.5736777763128054,0.005973746327887078,0.5400494731027358,0.012120348301230151,0.7461508391122142,0.013759380659883625,0.15710795478722084,0.026909947702650962
