dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
adult,False,,0.13745625404470657,0.1383,490.6,75.25157805654311,0.8625437459552934,0.00020890493729445843,0.45359999999999995,0.010167595585978035,3434.9339731693267,134.95089087809208,5,0.02851341682505193,0.001879644393232951,0.36897716805566166,0.008603617922808292,0.616962683579722,0.005527692707767474,0.39492662346503504,0.026895399136724965,0.512023553976188,0.04098627176463034,0.15164971808243785,0.01748019973267519
