dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
heart_binarized,False,,0.1205644931066163,0.1346801346801346,86.6,40.75904807524336,0.8794355068933836,0.0028650913115107,0.29784,0.0126486362901302,10.777810192108154,0.1997861321315155,5,0.054206905395348,0.0052209132623042,0.3996050310690676,0.0262058198589099,0.6287726775491415,0.0440489620859985,0.4407255664144892,0.0367236535543699,0.9349927505270176,0.0957753068327659,0.4244876067504902,0.0608308537828268
heart_binarized,True,0.0,0.1180925274925275,0.1346801346801346,63.2,39.26448777203136,0.8819074725074725,0.00469681230968,0.24668,0.0063711851330815,7.984679794311523,0.1825033860781722,5,0.0461294498037971,0.0097123358245504,0.3511982177898123,0.0427420170199989,0.5319379248134499,0.0925423679582543,0.3907568482156248,0.0429304451617255,0.8680566550150213,0.0735165645993325,0.3271480534967115,0.0973706233754193
heart_binarized,True,0.02,0.1219470030268733,0.1346801346801346,105.4,55.931207746659645,0.8780529969731266,0.0031996410118729,0.25904,0.0104051910121823,8.654719686508178,0.2335089566738627,5,0.0545083079527525,0.0093562721579766,0.3945828536338463,0.0275842959293291,0.6141916654869055,0.0474679400542026,0.4336468152205333,0.0328189347699744,0.965718633699295,0.071346024804639,0.4640956906354418,0.0520298633708808
heart_binarized,True,0.05,0.1243255478918527,0.1346801346801346,93.4,28.192197502145877,0.8756744521081472,0.0041954796014419,0.2708,0.0101252160470777,9.156150102615356,0.2588422950645401,5,0.0560967733137165,0.0053283404438346,0.395821097818551,0.0179992552193954,0.6414850142527245,0.0455971982846293,0.4323920688980003,0.0148824247106797,0.935943626971066,0.0498560623451214,0.4603054279869661,0.0617953755328997
heart_binarized,True,0.1,0.122310734048998,0.1346801346801346,123.8,44.34749147358844,0.8776892659510018,0.0030637594769464,0.25936,0.0077658225578492,10.315601253509522,0.4899875909393563,5,0.0609071343702942,0.0039090167744611,0.3953421570553055,0.0175866627870863,0.6505636787042237,0.0217469116694086,0.445648127442907,0.0149307636637363,0.9676153789638192,0.046303096593445,0.4518725786422911,0.0570262505087423
heart_binarized,True,0.15,0.1214093591959204,0.1346801346801346,96.6,26.1113002357217,0.8785906408040794,0.0027962568506517,0.27884,0.0090558268534684,10.3339919090271,0.500871711305275,5,0.0543846991891825,0.0026082120461963,0.3912491618595656,0.0251731133755219,0.6282986279835656,0.0108204910272041,0.4253270757936999,0.0336273288872473,0.9364581768206598,0.0617310886537194,0.4825506690219477,0.0469102667418639
heart_binarized,True,0.2,0.1242524622653365,0.1346801346801346,117.0,60.86460383506986,0.8757475377346633,0.0015290334559453,0.27416,0.0170946775342502,10.644616603851318,0.2125774223194753,5,0.056287954939838,0.0074522217234342,0.4002794517134269,0.0130305018886641,0.6448481075446891,0.043490309970363,0.4325136708137724,0.0160057641994805,0.9221642799641604,0.027349000281731,0.4560292498261113,0.0585214713094798
heart_binarized,True,0.25,0.1231458651536365,0.1346801346801346,138.4,28.623416986795966,0.8768541348463635,0.0014076859197039,0.28128,0.0046852961485908,10.706425285339355,0.1690742854390539,5,0.0580332328012363,0.0029419040658184,0.4162957926554787,0.0088853147351586,0.6633348027921248,0.0181801281905571,0.4526693209323763,0.0114095247476718,0.9868144441740488,0.0542980173665596,0.442400941831843,0.0426033663654036
heart_binarized,True,0.3,0.1221428279143996,0.1346801346801346,98.0,31.559467676119,0.8778571720856003,0.0031576818975482,0.28168,0.0184567602790955,10.730419635772703,0.1899836957574525,5,0.0570643903012942,0.0066739366055889,0.3904510732509429,0.0205226326985217,0.627408059676408,0.0478451257719606,0.4337656252735605,0.0255975674930145,0.935728557096129,0.0691024640100766,0.4422766719265659,0.0320188061391246
heart_binarized,True,0.4,0.1231931811274964,0.1346801346801346,122.0,39.88107320521853,0.8768068188725037,0.0008487256925335,0.2928,0.0153603385379359,10.953274488449097,0.1068978039719299,5,0.0563284477842804,0.0024315379269315,0.4244588095809166,0.0061542264843191,0.6700944217128955,0.0129469049348532,0.450623533851381,0.0114810848778285,0.9209842897505492,0.0182430679485708,0.4482415395012639,0.0357122842038341
heart_binarized,True,0.5,0.124002274797551,0.1346801346801346,83.6,13.126309458488322,0.8759977252024488,0.0011927532487549,0.2926399999999999,0.006219967845576,10.466938686370847,0.1220732520890149,5,0.0552035552976019,0.0053267523214695,0.4013669726552856,0.0192433415713835,0.6515919218227891,0.0308416942171879,0.4427853490669681,0.0306444771690225,0.977920871608184,0.0909951450370739,0.4462677673703307,0.0386743738691172
