dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
NIJ_Recidivism,True,0.02,0.2887171964719772,0.2886,138.6,31.690692639953454,0.7112828035280226,0.00011222783170531041,0.13232000000000002,0.008188528561347264,228.71176342964174,4.203088412917303,5,0.025646944905652575,0.0025020765105750876,0.39919333833141046,0.03303860369796941,0.521913655800603,0.0420110475316988,0.29042529842465986,0.014851034887878478,0.5351047481510696,0.04220912433414107,0.32919931611922537,0.04422870811754083
