dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
student_binarized,False,,0.1610719545771967,0.16486902927580893,406.0,42.49117555446072,0.8389280454228032,0.00047391657680429395,0.44844,0.008622528631439861,35.78630571365356,0.8730466416542688,5,0.05592660643322935,0.0010977900407651553,0.4093676531403032,0.0063659848978827645,0.7513024436104312,0.004473528977101748,0.40694842918819785,0.008745190825291042,0.6823516579758049,0.01197219932928977,0.432946482239654,0.011414743682414649
