dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,n_models_std,avg_train_accuracy,avg_train_accuracy_std,acceptance_rate,acceptance_rate_std,runtime_s,runtime_s_std,n_trials,diversity_pred_hamming,diversity_pred_hamming_std,diversity_support_hamming,diversity_support_hamming_std,diversity_support_jaccard,diversity_support_jaccard_std,diversity_weight_l1,diversity_weight_l1_std,diversity_shape_l1,diversity_shape_l1_std,diversity_monotonicity_entropy,diversity_monotonicity_entropy_std
covertype,False,,0.214340402056277,0.21198,345.4,28.68449058289165,0.7856595979437231,0.0005190338328973,0.29368,0.0053862788639282,4163.376186800003,131.0570964607735,5,0.0548213367568852,0.0028573840402065,0.3698045589907962,0.0049757848341938,0.5835990515808388,0.010874990965024,0.4012424607360217,0.0154564134561207,0.6983719226941215,0.0457966773035491,0.3000768934637731,0.0059308788893265
covertype,True,0.0,0.2140740156049484,0.21198,233.2,14.342245291445828,0.7859259843950517,0.0005695549619123,0.2180799999999999,0.0043717273473994,2057.387839460373,39.80413543895344,5,0.0491912698985012,0.0022701345371881,0.3315825224106284,0.0135922346201618,0.5255904792620907,0.0142929824930084,0.3651836934314912,0.0099599167588371,0.6749134765428698,0.0338046422091337,0.2078530967693309,0.0607657224766975
covertype,True,0.02,0.2145246297805642,0.21198,316.8,27.38977911557521,0.7854753702194357,0.0005825318602163,0.2704,0.0097897906004163,2924.6166169166563,85.7733212881108,5,0.0519404381838682,0.0051708565187723,0.3582466529656269,0.0102079044375756,0.5567761903902853,0.0154072545476713,0.3936531057207305,0.0147166083001993,0.6923226001569284,0.0398674181225549,0.2129809251520533,0.0307728769137499
covertype,True,0.05,0.2139980251082251,0.21198,336.6,79.550612819764,0.7860019748917748,0.0003356526017055,0.27584,0.0041216501549743,3345.294410276413,174.7970486666906,5,0.0510472069575357,0.0020730449188596,0.3668541257126338,0.009456036088408,0.5747611182888211,0.0063652155745331,0.3810242346209892,0.0085048706999956,0.6739430820900816,0.0558097427494055,0.2667212440744646,0.0277449514142028
covertype,True,0.1,0.214311486373475,0.21198,312.4,42.31784493567696,0.785688513626525,0.0002178225748475,0.2799999999999999,0.0039974992182613,3658.489564847946,136.9995282803835,5,0.0552711626871399,0.0033222328842838,0.3723832993536212,0.0103539909102299,0.5755717830595556,0.0191738625769085,0.4027518141637864,0.0145868583309305,0.7150515062101421,0.0179202339304257,0.2710132178264362,0.0290500087816573
covertype,True,0.15,0.214647246736136,0.21198,279.4,37.78624088209887,0.785352753263864,0.0006322811454109,0.27896,0.0052314433954693,3775.0981889247896,203.76003664016037,5,0.053250717012699,0.0022653991558168,0.37390856564065,0.0067268582767853,0.5731944947110048,0.0182513689320047,0.4018996822083797,0.0178295473652448,0.7079643854625779,0.0439938100906656,0.2260900073485012,0.0325071476424167
covertype,True,0.2,0.2138978432086847,0.21198,314.6,36.97701989073754,0.7861021567913152,0.0004728824362321,0.27732,0.0069922814588659,3781.961240816117,198.1629469356788,5,0.0518912814049881,0.0034693529892809,0.3734004872191664,0.0044200716506433,0.5720349225277988,0.0075015053629233,0.3939306379323324,0.0158461788348809,0.6830773222052055,0.013279972241479,0.2235105970972571,0.0245183416565263
covertype,True,0.25,0.2137931467910815,0.21198,314.6,94.17696108921756,0.7862068532089184,0.0007794010089013,0.28152,0.0126400949363523,3800.45292096138,214.2101773728931,5,0.0534050604081527,0.0054265520517625,0.3819548275060601,0.0177589482932455,0.5800362630784287,0.0185116464076118,0.4011862310841673,0.0169152762418639,0.6976585705492544,0.0443756202052222,0.2549560958807081,0.0528221596001166
covertype,True,0.3,0.2139573197189284,0.21198,288.2,30.523761236125537,0.7860426802810716,0.000734412894129,0.27176,0.0098411381455601,3651.8198425292967,128.31013744991577,5,0.0531599792058539,0.0054703220815971,0.3783425858278552,0.0086498735896864,0.5794646312719729,0.0143864576744713,0.4071958648766566,0.0221307028710266,0.7218164709988616,0.0438678567609901,0.281188572045687,0.0311345220358289
covertype,True,0.4,0.2141927107986562,0.21198,312.4,19.982492337043443,0.7858072892013437,0.0001195864143204,0.27564,0.0118079634145774,3684.4694516658783,91.75821855173436,5,0.0517077933980337,0.0026224169019904,0.3780610554470637,0.0021367970260657,0.5724959931391591,0.0072289514222207,0.4032349633584916,0.01829835638046,0.716644013794017,0.0501416924412219,0.2387489430391416,0.0334422217206345
covertype,True,0.5,0.2141633833015469,0.21198,279.4,32.63127334322092,0.7858366166984532,0.0002684017367883,0.2689199999999999,0.0034310348293189,3606.671446371079,57.1440443276769,5,0.0533218846098249,0.0018130764914653,0.3754661946934398,0.0050675703413264,0.5685360738331507,0.0052132147996212,0.4038276743576059,0.0152205093173374,0.6923809964847129,0.0433328536376686,0.260943257232567,0.0419413090127052
