dataset,diversity_fn,repulsion_weight,n_models,accept_rate,eps,mcmc_pred_hamming,ellipsoid_pred_hamming_avg,ellipsoid_pred_hamming_std,mcmc_support_hamming,ellipsoid_support_hamming_avg,ellipsoid_support_hamming_std,mcmc_weight_l1,ellipsoid_weight_l1_avg,ellipsoid_weight_l1_std,mcmc_shape_l1,ellipsoid_shape_l1_avg,ellipsoid_shape_l1_std,mcmc_monotonicity_entropy,ellipsoid_monotonicity_entropy_avg,ellipsoid_monotonicity_entropy_std,n_ellipsoids,runtime_s
wine_binarized,monotonicity_entropy,0.0,1029,0.2598,0.05,0.05032472402263475,0.03208595406661275,0.009352469601147991,0.3821093019156985,0.0,0.0,0.27235443835114764,0.10034139104649344,0.024023487059890266,1.0140442606360185,0.46699319910579334,0.13755291871848827,0.5779481940775013,0.11066269151616381,0.06849339567559486,49,1177.5759313106537
wine_binarized,monotonicity_entropy,0.0001,924,0.275,0.05,0.05269591684123202,0.03263266776175587,0.009462676225595717,0.397031515375727,0.0,0.0,0.27667792531826707,0.10248376473802971,0.03267070033899468,1.071380940926125,0.5121635528101149,0.1782256541145234,0.593995411625272,0.09227544331505112,0.0646511361729962,44,1250.0238862037659
wine_binarized,monotonicity_entropy,0.001,1218,0.2471,0.05,0.05540893206804638,0.03577571785817238,0.008087102570330015,0.37555364049942885,0.0,0.0,0.2777589818088388,0.10736990488588673,0.03302892519566503,1.0517013975769631,0.5411640935532512,0.19532054767173684,0.6489850048741339,0.12744436039152288,0.07478468840376207,58,1619.5257515907288
wine_binarized,monotonicity_entropy,0.01,1071,0.273,0.05,0.05076397059154272,0.03256682924554897,0.008483338217429791,0.38445138711969856,0.0,0.0,0.27249681539668547,0.0988012381238383,0.02677142517577267,1.0205238035283744,0.4867616941142357,0.1388498524025992,0.6555926364981833,0.09689021863110482,0.0720125038906344,51,3209.2056827545166
wine_binarized,monotonicity_entropy,0.02,988,0.2456,0.05,0.055393637422538354,0.035419559739457755,0.009461908037311574,0.3859771679808279,0.0,0.0,0.2814243445451076,0.11140606819279554,0.03839641509835082,1.1292341255325227,0.535242376839366,0.20601827925432684,0.7060309811957954,0.1257343768597774,0.07204036276878154,48,2934.2199256420135
wine_binarized,monotonicity_entropy,0.03,1029,0.2447,0.05,0.054537097909478964,0.03444747623057242,0.00941142014915488,0.37649947111262244,0.0,0.0,0.2817743709043578,0.10492860594778655,0.03163275082821992,1.1131521138038232,0.5071621733121495,0.18058664266365154,0.7359831091335294,0.15404553104811314,0.08591457601085213,49,3502.5159068107605
wine_binarized,monotonicity_entropy,0.04,903,0.2623,0.05,0.05649070159301374,0.035712031860929486,0.00900384437180097,0.3991633893547207,0.0,0.0,0.2983251367929116,0.1287418897979596,0.05598897877498,1.1986013035480103,0.6463740284465092,0.2732965725235094,0.7480901862458523,0.16117084303883228,0.09904626583736825,43,2962.4741156101227
wine_binarized,monotonicity_entropy,0.05,770,0.2637,0.05,0.05713283132738305,0.03649799551913481,0.008954427822497155,0.39295954978025455,0.0,0.0,0.29901997860142554,0.1298945770711116,0.04884713002458472,1.1672186602559818,0.6094865694083359,0.23019562896104745,0.780116489378717,0.15889649715669302,0.0963762996640423,37,2476.4689197540283
wine_binarized,monotonicity_entropy,1e-05,1076,0.2567,0.05,0.05329229061157421,0.03398321550209468,0.010608392907624324,0.3904203927489262,0.0,0.0,0.27322314690886784,0.10309686327659223,0.02831537488449631,0.9853906939882471,0.505314509751408,0.17216357260889475,0.5988067531537724,0.12395133562031484,0.06134383796479921,53,1401.9457173347473
wine_binarized,prediction_hamming,0.0,1029,0.2598,0.05,0.05032472402263475,0.03208595406661275,0.009352469601147991,0.3821093019156985,0.0,0.0,0.27235443835114764,0.10034139104649344,0.024023487059890266,1.0140442606360185,0.46699319910579334,0.13755291871848827,0.5779481940775013,0.11066269151616381,0.06849339567559486,49,854.3427743911743
wine_binarized,prediction_hamming,0.0001,1050,0.257,0.05,0.051487036066112164,0.03178089168633914,0.009405100458860862,0.3860261805668581,0.0,0.0,0.27179709637244415,0.0998071232314884,0.028010522214363766,0.9987412500278318,0.48797228697991607,0.15522166105115723,0.6089489510976569,0.10832592798773348,0.06618787904047271,50,1041.5161049365997
wine_binarized,prediction_hamming,0.001,1281,0.29,0.05,0.05324959550177305,0.03287247525169066,0.00903457473355206,0.39422231107556976,0.0,0.0,0.28023132639477194,0.10737109360165716,0.030352433720746315,1.0280958961757525,0.5386090250737423,0.18964782578481557,0.5742009099123412,0.11736222637436033,0.07946641527334174,61,3120.1285450458527
wine_binarized,prediction_hamming,0.01,984,0.3226,0.05,0.06480137408873818,0.04093542372646054,0.010879742855697103,0.40080048779546423,0.0,0.0,0.29799330259982304,0.12459835518972046,0.03363406282782897,1.1438043122199644,0.6078327705111932,0.18990630124945998,0.6298816729467318,0.1505844679441776,0.07858549705137856,53,2559.0125119686127
wine_binarized,prediction_hamming,0.02,491,0.3686,0.05,0.06899534974827126,0.04456004325679405,0.010248204157857477,0.4018930427468787,0.0,0.0,0.30327938585570674,0.15024589742283,0.06050077929512411,1.1488734524847448,0.7108122423226368,0.30665286525998303,0.6300964972755637,0.16264230400523155,0.08217482346911845,31,2500.0971252918243
wine_binarized,prediction_hamming,0.03,258,0.3887,0.05,0.0652897343165853,0.04019875777489938,0.01392114363587464,0.4378681349025055,0.0,0.0,0.3227900945868456,0.1693054433711506,0.07730107304352041,1.1741264379401746,0.8082018711192049,0.3626395366512044,0.5661102271694847,0.1441363937678562,0.09384741374345408,15,2703.5753037929535
