dataset,diversity_fn,repulsion_weight,n_models,accept_rate,eps,mcmc_pred_hamming,ellipsoid_pred_hamming_avg,ellipsoid_pred_hamming_std,mcmc_support_hamming,ellipsoid_support_hamming_avg,ellipsoid_support_hamming_std,mcmc_weight_l1,ellipsoid_weight_l1_avg,ellipsoid_weight_l1_std,mcmc_shape_l1,ellipsoid_shape_l1_avg,ellipsoid_shape_l1_std,mcmc_monotonicity_entropy,ellipsoid_monotonicity_entropy_avg,ellipsoid_monotonicity_entropy_std,n_ellipsoids,runtime_s
compas,monotonicity_entropy,0.0,563,0.2015,0.05,0.10162877155005604,0.09602991040320626,0.0332950842767852,0.2780051847138685,0.0,0.0,0.21864852042165303,0.16669364383200436,0.08607713538743153,0.6929352030634155,0.7870145643356631,0.6631451178286245,0.5496126697938946,0.42638102841562325,0.15824328017253056,38,289.3677566051483
compas,monotonicity_entropy,0.01,681,0.2104,0.05,0.10285638092702618,0.09002604796264976,0.03704155814237524,0.2922972638618653,0.0,0.0,0.23860926669301877,0.17154734491757076,0.08011458225157335,1.002808563605965,0.9578798961291731,0.6804005442311767,0.5269896988447712,0.3838777750396472,0.15792717006101292,43,305.7252411842346
compas,monotonicity_entropy,0.1,494,0.2009,0.05,0.11103552255032838,0.10143858121840858,0.03596374717246076,0.26642298429296785,0.0,0.0,0.21812324347086648,0.14988543218515735,0.07830605647396084,0.7538239698723026,0.6238307101092421,0.5015435299812722,0.5816188562256452,0.42709996465629313,0.14361880680637257,34,804.8586246967316
compas,monotonicity_entropy,0.5,530,0.2171,0.05,0.10753287971206058,0.09963275445617462,0.03392235072109681,0.3052526836510833,0.0,0.0,0.2632194590006023,0.19378399473896002,0.08763946186221823,0.9791559758076976,1.0151885757031864,0.6123386193498676,0.5301021346107603,0.3900146051533837,0.15255664724096507,37,286.7418792247772
compas,monotonicity_entropy,1.0,649,0.1964,0.05,0.11034375076830982,0.09786791569709596,0.03789796201901262,0.28520014534569743,0.0,0.0,0.23318229860298678,0.15617449168364467,0.0654664623205971,0.8698004083605368,0.8006949780414714,0.49550442529497296,0.5524218684406466,0.4279254742491847,0.1500680082383434,42,280.70013666152954
compas,prediction_hamming,0.0,563,0.2015,0.05,0.10162877155005604,0.09602991040320626,0.0332950842767852,0.2780051847138685,0.0,0.0,0.21864852042165303,0.16669364383200436,0.08607713538743153,0.6929352030634155,0.7870145643356631,0.6631451178286245,0.5496126697938946,0.42638102841562325,0.15824328017253056,38,292.7042474746704
compas,prediction_hamming,0.01,427,0.2119,0.05,0.10348975698140614,0.09879228784378911,0.03393756482924624,0.291247158788612,0.0,0.0,0.23632238429725547,0.18673246075626157,0.08898498546144205,0.6786207602694585,0.8355699250772672,0.6509463400629719,0.529335545672944,0.40974438855658185,0.14598717436623315,31,283.8190903663635
compas,prediction_hamming,0.1,501,0.1942,0.05,0.11709154905766865,0.10133919541922859,0.0346614520918126,0.2997408572685138,0.0,0.0,0.23831486339327587,0.1778993366129307,0.08784586386731642,0.8964344048934952,0.9601254076876325,0.6557233919552865,0.5775809046662636,0.4234005338108452,0.12887086149204394,38,289.47754764556885
compas,prediction_hamming,0.5,644,0.1846,0.05,0.10608359083262409,0.09532453641700893,0.033731024373006194,0.26865601142921325,0.0,0.0,0.19334398718040607,0.1366876807854029,0.05863784046045896,0.7400959221376595,0.6878913285258876,0.5250503673065895,0.5723059242118554,0.44477317924542226,0.13416142392912705,40,285.978515625
compas,prediction_hamming,1.0,652,0.2029,0.05,0.10650368894191843,0.09943296094655753,0.03386220338946162,0.2744969505645325,0.0,0.0,0.22759408056313393,0.16687713145447736,0.06963443548717393,0.8090219345648623,0.7508264767024856,0.48598477738002926,0.6079374073859276,0.4429571512416723,0.1359368568627637,46,287.9916877746582
compas,support_jaccard,0.0,563,0.2015,0.05,0.10162877155005604,0.09602991040320626,0.0332950842767852,0.2780051847138685,0.0,0.0,0.21864852042165303,0.16669364383200436,0.08607713538743153,0.6929352030634155,0.7870145643356631,0.6631451178286245,0.5496126697938946,0.42638102841562325,0.15824328017253056,38,224.76107025146484
compas,support_jaccard,0.01,563,0.2015,0.05,0.10162877155005604,0.09602991040320626,0.0332950842767852,0.2780051847138685,0.0,0.0,0.21864852042165303,0.16669364383200436,0.08607713538743153,0.6929352030634155,0.7870145643356631,0.6631451178286245,0.5496126697938946,0.42638102841562325,0.15824328017253056,38,220.48487210273743
compas,support_jaccard,0.1,399,0.2114,0.05,0.11362165571309941,0.10579175425656669,0.03498243357288617,0.2784394765979765,0.0,0.0,0.2327585611017084,0.19163737413371815,0.08553617993446619,0.783694411089259,0.8866436263674095,0.6607961297606545,0.5700489284694944,0.39978517147456183,0.14710033137002773,34,213.6916220188141
compas,support_jaccard,0.5,407,0.2176,0.05,0.1164884620649137,0.11383034320629302,0.028550346502964275,0.30138724118852694,0.0,0.0,0.25604145086486246,0.20778895288292418,0.0802649778040963,0.909885826937595,1.0029893163351067,0.7015137978184337,0.6010619331462788,0.42232209782459096,0.12396184953453374,42,226.2424705028534
compas,support_jaccard,1.0,389,0.2069,0.05,0.12025673321280597,0.10250443357528333,0.03332345430779105,0.2958607018897723,0.0,0.0,0.24634369203740183,0.18681164724560462,0.0862188936392826,0.9708686544079683,0.9793594155452168,0.6841376145082326,0.5349533943974686,0.3813339021309777,0.15772279017968363,30,219.90830206871033
