dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,acceptance_rate,runtime_s,diversity_pred_hamming,diversity_support_hamming,diversity_weight_l1,diversity_shape_l1,diversity_monotonicity_entropy
covertype,True,0.02,0.21635060240963852,0.212,166,0.1642,237.58046531677246,0.06505924790069369,0.3374082998661312,0.32126746563057124,0.5302194933618188,0.2064325579398989
