dataset,finetune_coordinate,corr_threshold,avg_loss,best_error,n_models,acceptance_rate,runtime_s,diversity_pred_hamming,diversity_support_hamming,diversity_weight_l1,diversity_shape_l1,diversity_monotonicity_entropy
covertype,False,,0.22008046874999998,0.212,256,0.2214,380.96814012527466,0.09226675857843139,0.34539910130718954,0.35446328396554305,0.6742551076939715,0.3005791340009002
