dataset,diversity_fn,repulsion_weight,n_models,accept_rate,eps,mcmc_pred_hamming,ellipsoid_pred_hamming_avg,ellipsoid_pred_hamming_std,mcmc_support_hamming,ellipsoid_support_hamming_avg,ellipsoid_support_hamming_std,mcmc_weight_l1,ellipsoid_weight_l1_avg,ellipsoid_weight_l1_std,mcmc_shape_l1,ellipsoid_shape_l1_avg,ellipsoid_shape_l1_std,mcmc_monotonicity_entropy,ellipsoid_monotonicity_entropy_avg,ellipsoid_monotonicity_entropy_std,n_ellipsoids,runtime_s
covertype,monotonicity_entropy,0.0,1113,0.2805,0.05,0.06080501754930288,0.03349979521224772,0.01035228152746303,0.43149721732048335,0.0,0.0,0.32091232900003763,0.10471559172309386,0.03189565674998433,0.5690136946009443,0.2589819499961344,0.08731392556297583,0.3581912399032806,0.12310255025249958,0.06994637252582073,53,3095.918979883194
covertype,monotonicity_entropy,0.0001,1155,0.2585,0.05,0.06109994643138491,0.03499895579622814,0.010039010072585425,0.42713344887348353,0.0,0.0,0.31514703072044636,0.10143695520054814,0.026340301306341126,0.548791796029607,0.24621270613416282,0.07747518581215164,0.3997606969299155,0.13442003538431704,0.07356482474406476,55,3051.4223940372467
covertype,monotonicity_entropy,0.001,1281,0.2563,0.05,0.06434071623731462,0.038508498001397676,0.009563083288107472,0.41642110655737713,0.0,0.0,0.31167974329235076,0.10969478281534159,0.026843954140736204,0.5707322700564722,0.2909359110478795,0.08071372230447245,0.4110449115616765,0.13223958381914463,0.06318057356453871,61,2972.928651571274
covertype,monotonicity_entropy,0.01,1050,0.2475,0.05,0.06354762267919563,0.03722441261643867,0.009205929237202795,0.4226318398474737,0.0,0.0,0.31562219909200845,0.10933320259440263,0.024605276540274904,0.5465624578967068,0.2693627089885877,0.07946341610290998,0.4302956498709709,0.13140672281339633,0.05795288661845857,50,2942.2548339366913
covertype,monotonicity_entropy,0.02,1134,0.2569,0.05,0.06530941391103204,0.037739312966447995,0.010309282308952433,0.43290575659507696,0.0,0.0,0.32981787420190106,0.11434319059785161,0.031934319614792546,0.5517000935092005,0.2911106912817712,0.08670680714367109,0.4798041316494402,0.15055089820264012,0.07833296043865184,54,6280.261650085449
covertype,monotonicity_entropy,0.03,1008,0.2341,0.05,0.06663581713718257,0.0386716170388751,0.01063074566741102,0.4316203243958952,0.0,0.0,0.32871098156825374,0.11804873710610919,0.03129727773141265,0.5718263352421782,0.27715055699896046,0.08488386300647995,0.4933289839724061,0.14537929167330674,0.07568230962534885,48,2885.773399591446
covertype,monotonicity_entropy,0.04,903,0.2309,0.05,0.07289383208963471,0.04619819377369443,0.012330518658635548,0.41826019697829114,0.0,0.0,0.33655558533980323,0.13482646250616828,0.032408675263514965,0.6048054266683833,0.33361712967067864,0.096834086713001,0.55109188592552,0.18136649970905327,0.07442513041380684,43,2616.6048696041107
covertype,monotonicity_entropy,0.05,1113,0.2444,0.05,0.06827038013793817,0.0397248431874844,0.011047817165964768,0.4322098547577033,0.0,0.0,0.33087483040069005,0.12410934854594394,0.03660512212144779,0.6012717580393253,0.30262062172422843,0.10124553585558187,0.5289176573498654,0.1729264646924596,0.10491362413864316,53,6324.084771633148
covertype,monotonicity_entropy,1e-05,966,0.2706,0.05,0.06098236282302965,0.03285968193731537,0.012049265444080496,0.4334606893444468,0.0,0.0,0.32338908298471775,0.10064439119466935,0.03553969529763944,0.546471167318324,0.24442886488191007,0.0969791645602208,0.3745182351541025,0.12898355211169343,0.0751963286972047,46,3055.368801832199
covertype,prediction_hamming,0.0,1113,0.2805,0.05,0.06080501754930288,0.03349979521224772,0.01035228152746303,0.43149721732048335,0.0,0.0,0.32091232900003763,0.10471559172309386,0.03189565674998433,0.5690136946009443,0.2589819499961344,0.08731392556297583,0.3581912399032806,0.12310255025249958,0.06994637252582073,53,3121.680289030075
